TXNAME	SYMBOL
NM_016010.3	ZC2HC1A
NM_001199888.1	IL7
NM_001199886.1	IL7
NM_001199887.1	IL7
NM_000880.4	IL7
NM_001199214.2	STMN2
NM_007029.4	STMN2
NM_001040708.1	HEY1
NM_012258.4	HEY1
NM_001282851.1	HEY1
NM_014018.3	MRPS28
NM_005079.4	TPD52
NM_001025253.3	TPD52
NM_001025252.3	TPD52
NM_001287143.2	TPD52
NM_001287140.2	TPD52
NM_001287144.2	TPD52
NM_001287142.1	TPD52
NM_001277145.2	ZBTB10
NM_023929.4	ZBTB10
NM_001105539.3	ZBTB10
NM_001033723.3	ZNF704
NM_001367783.1	ZNF704
NM_018440.4	PAG1
NM_001444.3	FABP5
NM_001348381.2	PMP2
NM_002677.5	PMP2
NM_001080526.2	FABP9
NM_001442.3	FABP4
NM_001105281.2	FABP12
NM_005536.4	IMPA1
NM_001144879.1	IMPA1
NM_001144878.1	IMPA1
NM_001010893.3	SLC10A5
NM_001170796.1	ZFAND1
NM_024699.3	ZFAND1
NM_001170797.1	ZFAND1
NM_152284.4	CHMP4C
NM_022133.3	SNX16
NM_152837.3	SNX16
NM_152836.3	SNX16
NM_001348189.2	SNX16
NM_001354325.1	RALYL
NM_001354320.1	RALYL
NM_001354307.1	RALYL
NM_001354316.1	RALYL
NM_001354317.1	RALYL
NM_001354311.1	RALYL
NM_001287243.2	RALYL
NM_001354306.1	RALYL
NM_001354309.1	RALYL
NM_001354305.1	RALYL
NM_001354318.1	RALYL
NM_001354310.1	RALYL
NM_001100392.2	RALYL
NM_001354319.1	RALYL
NM_001354312.1	RALYL
NM_001100393.2	RALYL
NM_001354314.1	RALYL
NM_001354313.1	RALYL
NM_001354315.1	RALYL
NM_173848.7	RALYL
NM_001100391.2	RALYL
NM_001354323.1	RALYL
NM_001354321.1	RALYL
NM_001354322.1	RALYL
NM_001354308.1	RALYL
NM_001287244.1	RALYL
NM_001349637.2	LRRCC1
NM_033402.5	LRRCC1
NM_001349638.2	LRRCC1
NM_001349636.2	LRRCC1
NM_001349639.2	LRRCC1
NM_001951.4	E2F5
NM_001083588.2	E2F5
NM_001083589.2	E2F5
NM_001099673.3	RBIS
NM_001293320.1	RBIS
NM_001099671.2	RBIS
NM_001099672.2	RBIS
NM_001099670.2	RBIS
NM_198584.3	CA13
NM_001291968.2	CA1
NM_001291967.2	CA1
NM_001128831.4	CA1
NM_001128830.4	CA1
NM_001128829.4	CA1
NM_001738.5	CA1
NM_001164830.2	CA1
NM_005181.4	CA3
NM_001293675.1	CA2
NM_000067.3	CA2
NM_033126.3	PSKH2
NM_152565.1	ATP6V0D2
NM_138817.3	SLC7A13
NM_007013.4	WWP1
NM_001317807.2	RMDN1
NM_001286707.1	RMDN1
NM_001286719.1	RMDN1
NM_016033.3	RMDN1
NM_003909.5	CPNE3
NM_019098.4	CNGB3
NM_173538.3	CNBD1
NM_152418.4	DCAF4L2
NM_005941.5	MMP16
NM_003821.6	RIPK2
NM_004337.2	OSGIN2
NM_001126111.3	OSGIN2
NM_001024688.2	NBN
NM_002485.4	NBN
NM_001330575.1	DECR1
NM_001359.2	DECR1
NM_001366795.1	CALB1
NM_004929.4	CALB1
NM_001146273.1	TMEM64
NM_001008495.4	TMEM64
NM_022351.5	NECAB1
NM_001190972.2	C8orf88
NM_001363275.1	C8orf88
NM_018710.3	PIP4P2
NM_001286745.2	OTUD6B
NM_016023.5	OTUD6B
NM_001354470.1	LRRC69
NM_001129890.1	LRRC69
NM_001282356.2	SLC26A7
NM_001282357.2	SLC26A7
NM_052832.4	SLC26A7
NM_134266.2	SLC26A7
NM_001198633.1	RUNX1T1
NM_001198628.1	RUNX1T1
NM_001198631.1	RUNX1T1
NM_001198679.1	RUNX1T1
NM_001198626.1	RUNX1T1
NM_001198627.1	RUNX1T1
NM_001198632.1	RUNX1T1
NM_175636.2	RUNX1T1
NM_175634.3	RUNX1T1
NM_001198634.2	RUNX1T1
NM_001198625.2	RUNX1T1
NM_175635.3	RUNX1T1
NM_001198629.2	RUNX1T1
NM_001198630.2	RUNX1T1
NM_004349.4	RUNX1T1
NM_001171799.1	TRIQK
NM_001171798.2	TRIQK
NM_001171795.2	TRIQK
NM_001171797.2	TRIQK
NM_001171796.2	TRIQK
NM_001191035.2	TRIQK
NM_001191036.2	TRIQK
NM_145269.5	FAM92A
NM_001283034.2	FAM92A
NM_203390.3	RBM12B
NM_001142301.1	TMEM67
NM_153704.6	TMEM67
NM_001161781.2	PDP1
NM_001161780.2	PDP1
NM_018444.4	PDP1
NM_001161779.1	PDP1
NM_001144663.2	CDH17
NM_004063.4	CDH17
NM_181702.3	GEM
NM_005261.4	GEM
NM_012415.3	RAD54B
NM_001205263.2	RAD54B
NM_001205262.3	RAD54B
NM_001256141.2	FSBP
NM_015496.5	VIRMA
NM_183009.2	VIRMA
NM_017697.4	ESRP1
NM_001122825.2	ESRP1
NM_001034915.3	ESRP1
NM_001122826.2	ESRP1
NM_001122827.2	ESRP1
NM_181787.3	DPY19L4
NM_017864.4	INTS8
NM_057749.2	CCNE2
NM_001354534.1	NDUFAF6
NM_001354514.1	NDUFAF6
NM_001354525.1	NDUFAF6
NM_001354524.1	NDUFAF6
NM_001354522.1	NDUFAF6
NM_001354516.1	NDUFAF6
NM_001354515.1	NDUFAF6
NM_001354528.1	NDUFAF6
NM_001354527.1	NDUFAF6
NM_001354518.1	NDUFAF6
NM_001354532.1	NDUFAF6
NM_001330582.1	NDUFAF6
NM_001354521.1	NDUFAF6
NM_001354519.1	NDUFAF6
NM_001354530.1	NDUFAF6
NM_001354533.1	NDUFAF6
NM_001354529.1	NDUFAF6
NM_001354531.1	NDUFAF6
NM_001354517.1	NDUFAF6
NM_152416.4	NDUFAF6
NM_033285.4	TP53INP1
NM_001135733.2	TP53INP1
NM_024613.4	PLEKHF2
NM_001363260.1	C8orf37
NM_177965.4	C8orf37
NM_001001557.4	GDF6
NM_006294.4	UQCRB
NM_001254752.1	UQCRB
NM_001199975.2	UQCRB
NM_001362964.1	MTERF3
NM_001286643.1	MTERF3
NM_015942.5	MTERF3
NM_014754.3	PTDSS1
NM_001290225.2	PTDSS1
NM_002998.4	SDC2
NM_016134.4	CPQ
NM_033512.3	TSPYL5
NM_001363137.1	MTDH
NM_178812.4	MTDH
NM_001363138.1	MTDH
NM_001363136.1	MTDH
NM_001363139.1	MTDH
NM_018407.6	LAPTM4B
NM_002380.5	MATN2
NM_030583.4	MATN2
NM_001317748.2	MATN2
NM_000989.4	RPL30
NM_001170806.1	ERICH5
NM_173549.3	ERICH5
NM_005836.3	RIDA
NM_001145860.2	POP1
NM_001145861.2	POP1
NM_015029.2	POP1
NM_001321636.2	NIPAL2
NM_001321635.2	NIPAL2
NM_024759.3	NIPAL2
NM_020697.4	KCNS2
NM_001256313.1	STK3
NM_001256312.2	STK3
NM_006281.4	STK3
NM_001286841.1	OSR2
NM_053001.3	OSR2
NM_001142462.3	OSR2
NM_152564.4	VPS13B
NM_017890.4	VPS13B
NM_015243.2	VPS13B
NM_181661.2	VPS13B
NM_004374.4	COX6C
NM_001286692.2	RGS22
NM_015668.5	RGS22
NM_001286693.2	RGS22
NM_001029860.4	FBXO43
NM_005034.4	POLR2K
NM_172218.2	SPAG1
NM_003114.4	SPAG1
NM_015435.4	RNF19A
NM_001353837.1	RNF19A
NM_001280539.2	RNF19A
NM_183419.4	RNF19A
NM_001353838.2	RNF19A
NM_001270379.2	ANKRD46
NM_001270377.2	ANKRD46
NM_198401.4	ANKRD46
NM_001270378.2	ANKRD46
NM_001363720.1	SNX31
NM_152628.4	SNX31
NM_002568.4	PABPC1
NM_003406.4	YWHAZ
NM_145690.3	YWHAZ
NM_001135700.2	YWHAZ
NM_001135701.2	YWHAZ
NM_001135702.2	YWHAZ
NM_001135699.1	YWHAZ
NM_001267709.1	ZNF706
NM_001042510.1	ZNF706
NM_001267708.1	ZNF706
NM_016096.4	ZNF706
NM_001330593.2	GRHL2
NM_024915.4	GRHL2
NM_001040630.1	NCALD
NM_001040627.1	NCALD
NM_001040629.1	NCALD
NM_001040626.1	NCALD
NM_001040625.1	NCALD
NM_001040628.1	NCALD
NM_001040624.1	NCALD
NM_032041.3	NCALD
NM_001172477.1	RRM2B
NM_001172478.2	RRM2B
NM_015713.5	RRM2B
NM_015902.6	UBR5
NM_001282873.1	UBR5
NM_024410.4	ODF1
NM_001032282.3	KLF10
NM_005655.4	KLF10
NM_001363010.1	AZIN1
NM_001363013.1	AZIN1
NM_001363011.1	AZIN1
NM_015878.5	AZIN1
NM_001363014.1	AZIN1
NM_001363012.1	AZIN1
NM_001363024.1	AZIN1
NM_001363083.1	AZIN1
NM_001301668.2	AZIN1
NM_148174.4	AZIN1
NM_001695.5	ATP6V1C1
NM_001364874.1	BAALC
NM_024812.3	BAALC
NM_001024372.2	BAALC
NM_001164615.2	FZD6
NM_003506.4	FZD6
NM_001317796.2	FZD6
NM_001164616.2	FZD6
NM_138455.4	CTHRC1
NM_001256099.2	CTHRC1
NM_030780.5	SLC25A32
NM_015420.7	DCAF13
NM_001348488.2	RIMS2
NM_001348484.2	RIMS2
NM_001348491.2	RIMS2
NM_001348487.2	RIMS2
NM_001348492.2	RIMS2
NM_001348490.2	RIMS2
NM_001348496.2	RIMS2
NM_001348486.2	RIMS2
NM_001348495.2	RIMS2
NM_001100117.3	RIMS2
NM_001348489.2	RIMS2
NM_001348493.2	RIMS2
NM_001348485.2	RIMS2
NM_001348494.2	RIMS2
NM_001348497.2	RIMS2
NM_001348507.2	RIMS2
NM_001348504.2	RIMS2
NM_001348499.2	RIMS2
NM_001348509.2	RIMS2
NM_014677.5	RIMS2
NM_001348500.2	RIMS2
NM_001348498.2	RIMS2
NM_001348508.2	RIMS2
NM_001348503.2	RIMS2
NM_001348506.2	RIMS2
NM_001348501.2	RIMS2
NM_001348502.2	RIMS2
NM_001348505.2	RIMS2
NM_001282881.2	RIMS2
NM_001282882.1	RIMS2
NM_001257317.1	DCSTAMP
NM_030788.4	DCSTAMP
NM_001385.3	DPYS
NM_001135703.2	LRP12
NM_013437.4	LRP12
NM_012082.4	ZFPM2
NM_001362836.2	ZFPM2
NM_001362837.2	ZFPM2
NM_001198533.1	OXR1
NM_018002.3	OXR1
NM_001198532.1	OXR1
NM_181354.4	OXR1
NM_001198534.1	OXR1
NM_001198535.1	OXR1
NM_139166.5	ABRA
NM_001199859.3	ANGPT1
NM_001146.5	ANGPT1
NM_001314051.1	ANGPT1
NM_178565.5	RSPO2
NM_001282863.1	RSPO2
NM_001317942.1	RSPO2
NM_001568.3	EIF3E
NM_001329495.1	EMC2
NM_001329493.1	EMC2
NM_001329494.1	EMC2
NM_014673.5	EMC2
NM_153015.3	TMEM74
NM_003301.6	TRHR
NM_032869.4	NUDCD1
NM_001128211.1	NUDCD1
NM_020189.6	ENY2
NM_001193557.2	ENY2
NM_177531.6	PKHD1L1
NM_198120.2	EBAG9
NM_004215.5	EBAG9
NM_001278938.1	EBAG9
NM_001099743.2	SYBU
NM_001099745.2	SYBU
NM_001099749.2	SYBU
NM_001099747.2	SYBU
NM_017786.6	SYBU
NM_001099755.2	SYBU
NM_001099753.2	SYBU
NM_001099754.2	SYBU
NM_001330596.2	SYBU
NM_001363032.2	SYBU
NM_001099744.1	SYBU
NM_001099746.1	SYBU
NM_001099748.1	SYBU
NM_001099750.1	SYBU
NM_001099751.1	SYBU
NM_001099752.1	SYBU
NM_001099756.1	SYBU
NM_014379.4	KCNV1
NM_001363185.1	CSMD3
NM_052900.3	CSMD3
NM_198123.2	CSMD3
NM_198124.2	CSMD3
NM_001330599.2	TRPS1
NM_001282903.3	TRPS1
NM_014112.5	TRPS1
NM_001282902.3	TRPS1
NM_003756.3	EIF3H
NM_032334.3	UTP23
NM_006265.3	RAD21
NM_001025357.3	AARD
NM_001172811.2	SLC30A8
NM_001172815.2	SLC30A8
NM_001172813.2	SLC30A8
NM_001172814.2	SLC30A8
NM_173851.3	SLC30A8
NM_080651.4	MED30
NM_001282986.1	MED30
NM_001363182.2	MED30
NM_000127.2	EXT1
NM_001349811.2	SAMD12
NM_001101676.2	SAMD12
NM_001363274.2	SAMD12
NM_207506.2	SAMD12
NM_002546.4	TNFRSF11B
NM_001324095.2	COLEC10
NM_006438.5	COLEC10
NM_052886.3	MAL2
NM_002514.4	CCN3
NM_001330600.2	ENPP2
NM_001040092.3	ENPP2
NM_001130863.3	ENPP2
NM_006209.5	ENPP2
NM_003184.4	TAF2
NM_024094.3	DSCC1
NM_001283012.1	DEPTOR
NM_022783.4	DEPTOR
NM_021110.4	COL14A1
NM_014078.6	MRPL13
NM_022045.5	MTBP
NM_021021.4	SNTB1
NM_005328.3	HAS2
NM_001362797.2	ZHX2
NM_014943.5	ZHX2
NM_001330601.1	DERL1
NM_001134671.2	DERL1
NM_001363963.1	DERL1
NM_024295.6	DERL1
NM_001363151.2	TBC1D31
NM_145647.4	TBC1D31
NM_001363148.1	TBC1D31
NM_001363150.1	TBC1D31
NM_001145088.2	TBC1D31
NM_001363153.1	TBC1D31
NM_001330606.2	TBC1D31
NM_001363155.1	TBC1D31
NM_001363152.1	TBC1D31
NM_001363154.1	TBC1D31
NM_001363156.1	TBC1D31
NM_001363149.1	TBC1D31
NM_207006.2	FAM83A
NM_032899.6	FAM83A
NM_001288587.3	FAM83A
NM_001321630.2	FAM83A
NM_032847.3	C8orf76
NM_001204180.2	ZHX1-C8orf76
NM_001017926.2	ZHX1
NM_007222.5	ZHX1
NM_014109.4	ATAD2
NM_001283027.1	WDYHV1
NM_001283024.1	WDYHV1
NM_018024.3	WDYHV1
NM_148177.2	FBXO32
NM_001242463.2	FBXO32
NM_058229.4	FBXO32
NM_001081675.3	KLHL38
NM_004306.4	ANXA13
NM_001003954.3	ANXA13
NM_001317917.2	FAM91A1
NM_144963.4	FAM91A1
NM_001317918.1	FAM91A1
NM_001039112.2	FER1L6
NM_194291.2	TMEM65
NM_017956.4	TRMT12
NM_007218.3	RNF139
NM_001146160.1	TATDN1
NM_001317891.1	TATDN1
NM_001317889.1	TATDN1
NM_001317890.1	TATDN1
NM_032026.4	TATDN1
NM_001278646.1	NDUFB9
NM_001311168.1	NDUFB9
NM_001278645.1	NDUFB9
NM_005005.3	NDUFB9
NM_014751.5	MTSS1
NM_001282974.1	MTSS1
NM_001282971.1	MTSS1
NM_001363301.1	MTSS1
NM_001363294.1	MTSS1
NM_001363298.1	MTSS1
NM_001363302.1	MTSS1
NM_001363300.1	MTSS1
NM_001363295.1	MTSS1
NM_001363297.1	MTSS1
NM_001363299.1	MTSS1
NM_001363296.1	MTSS1
NM_152412.3	ZNF572
NM_003129.4	SQLE
NM_001330609.1	WASHC5
NM_014846.4	WASHC5
NM_001349486.1	NSMCE2
NM_001349485.1	NSMCE2
NM_001349487.1	NSMCE2
NM_173685.4	NSMCE2
NM_025195.4	TRIB1
NM_001282985.1	TRIB1
NM_174911.5	LRATD2
NM_001159542.2	POU5F1B
NM_001354870.1	MYC
NM_002467.6	MYC
NM_031415.3	GSDMC
NM_001353269.1	FAM49B
NM_001353270.1	FAM49B
NM_001353245.1	FAM49B
NM_001353252.1	FAM49B
NM_001353305.1	FAM49B
NM_001353274.1	FAM49B
NM_001353246.1	FAM49B
NM_001353304.1	FAM49B
NM_001353277.1	FAM49B
NM_001353271.1	FAM49B
NM_001353280.1	FAM49B
NM_001353273.1	FAM49B
NM_001353249.1	FAM49B
NM_001353308.1	FAM49B
NM_001353253.1	FAM49B
NM_001353303.1	FAM49B
NM_001353281.1	FAM49B
NM_001353278.1	FAM49B
NM_001353250.1	FAM49B
NM_001353272.1	FAM49B
NM_001353302.1	FAM49B
NM_001353275.1	FAM49B
NM_001353255.1	FAM49B
NM_001353309.1	FAM49B
NM_001353279.1	FAM49B
NM_001353247.1	FAM49B
NM_001353251.1	FAM49B
NM_001353293.2	FAM49B
NM_001353263.2	FAM49B
NM_001353292.2	FAM49B
NM_001353262.2	FAM49B
NM_001353310.2	FAM49B
NM_001353311.2	FAM49B
NM_001353283.2	FAM49B
NM_001353257.2	FAM49B
NM_001353282.2	FAM49B
NM_001353276.2	FAM49B
NM_001353288.2	FAM49B
NM_001353260.2	FAM49B
NM_001353306.2	FAM49B
NM_001353248.2	FAM49B
NM_001353316.2	FAM49B
NM_001353243.2	FAM49B
NM_001353291.2	FAM49B
NM_001353286.2	FAM49B
NM_001353285.2	FAM49B
NM_001353290.2	FAM49B
NM_001353294.2	FAM49B
NM_001353258.2	FAM49B
NM_001353287.2	FAM49B
NM_001353307.2	FAM49B
NM_001353254.2	FAM49B
NM_001353242.2	FAM49B
NM_001353259.2	FAM49B
NM_001353284.2	FAM49B
NM_001353256.2	FAM49B
NM_001353289.2	FAM49B
NM_001353261.2	FAM49B
NM_001353312.2	FAM49B
NM_001353266.2	FAM49B
NM_001353297.2	FAM49B
NM_001330612.2	FAM49B
NM_016623.5	FAM49B
NM_001353313.2	FAM49B
NM_001353265.2	FAM49B
NM_001353267.2	FAM49B
NM_001353301.2	FAM49B
NM_001353298.2	FAM49B
NM_001353295.2	FAM49B
NM_001256763.2	FAM49B
NM_001353299.2	FAM49B
NM_001353314.2	FAM49B
NM_001353268.2	FAM49B
NM_001353300.2	FAM49B
NM_001353296.2	FAM49B
NM_001353315.2	FAM49B
NM_001353244.2	FAM49B
NM_001353264.2	FAM49B
NM_001362926.2	ASAP1
NM_018482.4	ASAP1
NM_001362925.2	ASAP1
NM_001362924.1	ASAP1
NM_001247996.1	ASAP1
NM_001115.3	ADCY8
NM_001323555.2	EFR3A
NM_001323554.2	EFR3A
NM_001323553.2	EFR3A
NM_001323558.2	EFR3A
NM_015137.6	EFR3A
NM_001323557.2	EFR3A
NM_001323556.2	EFR3A
NM_001080399.3	OC90
NM_001145095.1	HHLA1
NM_001204824.1	KCNQ3
NM_004519.4	KCNQ3
NM_001321962.2	LRRC6
NM_001321961.2	LRRC6
NM_012472.6	LRRC6
NM_001321966.2	LRRC6
NM_001321963.2	LRRC6
NM_001321964.2	LRRC6
NM_001321965.2	LRRC6
NM_144649.3	TMEM71
NM_001145153.2	TMEM71
NM_001364885.2	TMEM71
NM_001362971.1	PHF20L1
NM_198513.1	PHF20L1
NM_016018.5	PHF20L1
NM_001277196.2	PHF20L1
NM_003235.5	TG
NM_001282965.2	SLA
NM_001282964.2	SLA
NM_001045557.3	SLA
NM_001045556.3	SLA
NM_006748.4	SLA
NM_003882.4	CCN4
NM_080838.3	CCN4
NM_001204869.2	CCN4
NM_001204870.2	CCN4
NM_001258433.1	NDRG1
NM_001258432.2	NDRG1
NM_006096.4	NDRG1
NM_001135242.2	NDRG1
NM_173344.3	ST3GAL1
NM_003033.4	ST3GAL1
NM_001174157.2	ZFAT
NM_020863.4	ZFAT
NM_001289394.2	ZFAT
NM_001174158.2	ZFAT
NM_001167583.3	ZFAT
NM_001029939.4	ZFAT
NM_006558.3	KHDRBS3
NM_001362965.1	FAM135B
NM_015912.4	FAM135B
NM_152888.3	COL22A1
NM_001282534.2	KCNK9
NM_031466.7	TRAPPC9
NM_001321646.2	TRAPPC9
NM_001160372.4	TRAPPC9
NM_017444.6	CHRAC1
NM_001164623.3	AGO2
NM_012154.5	AGO2
NM_001352699.2	PTK2
NM_001352746.2	PTK2
NM_001352742.2	PTK2
NM_001352745.2	PTK2
NM_001352744.2	PTK2
NM_001352741.2	PTK2
NM_001352738.2	PTK2
NM_001316342.2	PTK2
NM_001352733.2	PTK2
NM_001352734.2	PTK2
NM_001352732.2	PTK2
NM_001352730.2	PTK2
NM_001352728.2	PTK2
NM_001352729.2	PTK2
NM_001352711.2	PTK2
NM_001352694.2	PTK2
NM_001352720.2	PTK2
NM_001352713.2	PTK2
NM_001352715.2	PTK2
NM_001352727.2	PTK2
NM_001352721.2	PTK2
NM_001352706.2	PTK2
NM_001352747.2	PTK2
NM_001352700.2	PTK2
NM_001352736.2	PTK2
NM_001352740.2	PTK2
NM_001352743.2	PTK2
NM_001352696.2	PTK2
NM_001352731.2	PTK2
NM_001352726.2	PTK2
NM_001352716.2	PTK2
NM_153831.4	PTK2
NM_001352718.2	PTK2
NM_001199649.2	PTK2
NM_001352714.2	PTK2
NM_001352717.2	PTK2
NM_001352723.2	PTK2
NM_001352724.2	PTK2
NM_001352709.2	PTK2
NM_001352695.2	PTK2
NM_001352704.2	PTK2
NM_001352702.2	PTK2
NM_001352701.2	PTK2
NM_001352735.2	PTK2
NM_001352719.2	PTK2
NM_001352722.2	PTK2
NM_001352708.2	PTK2
NM_001352725.2	PTK2
NM_001352739.2	PTK2
NM_001352707.2	PTK2
NM_001352703.2	PTK2
NM_001352712.2	PTK2
NM_001352737.2	PTK2
NM_005607.5	PTK2
NM_001352697.2	PTK2
NM_001352705.2	PTK2
NM_001352698.2	PTK2
NM_001352710.2	PTK2
NM_001352752.2	PTK2
NM_001352751.2	PTK2
NM_001352750.2	PTK2
NM_001352749.2	PTK2
NM_001352748.2	PTK2
NM_001362798.2	DENND3
NM_001352890.3	DENND3
NM_014957.5	DENND3
NM_001352891.3	DENND3
NM_001286646.1	SLC45A4
NM_001080431.2	SLC45A4
NM_001286648.1	SLC45A4
NM_005293.3	GPR20
NM_032611.3	PTP4A3
NM_007079.3	PTP4A3
NM_001366901.1	TSNARE1
NM_145003.5	TSNARE1
NM_001363740.2	TSNARE1
NM_001291931.2	TSNARE1
NM_001366904.1	TSNARE1
NM_001366903.1	TSNARE1
NM_001366902.1	TSNARE1
NM_001702.3	ADGRB1
NM_015193.5	ARC
NM_001279352.2	JRK
NM_001077527.3	JRK
NM_003724.4	JRK
NM_005672.5	PSCA
NM_017527.4	LY6K
NM_001160354.2	LY6K
NM_001160355.2	LY6K
NM_016647.3	THEM6
NM_001363000.2	THEM6
NM_020427.3	SLURP1
NM_205545.3	LYPD2
NM_023946.5	LYNX1-SLURP2
NM_001356372.2	SLURP2
NM_177458.3	SLURP2
NM_177476.3	LYNX1
NM_001356370.1	LYNX1
NM_177457.5	LYNX1
NM_177477.4	LYNX1
NM_003695.3	LY6D
NM_002066.3	GML
NM_001026213.1	CYP11B1
NM_000497.3	CYP11B1
NM_000498.3	CYP11B2
NM_001127213.1	LY6E
NM_002346.3	LY6E
NM_001368160.1	LY6L
NM_001130478.2	LY6H
NM_001130478.2	LY6H
NM_001135655.2	LY6H
NM_001135655.2	LY6H
NM_002347.5	LY6H
NM_178172.6	GPIHBP1
NM_001301772.2	GPIHBP1
NM_173832.6	ZFP41
NM_001271156.3	ZFP41
NM_138465.4	GLI4
NM_030895.3	ZNF696
NM_001258447.1	TOP1MT
NM_001258446.1	TOP1MT
NM_052963.3	TOP1MT
NM_052924.3	RHPN1
NM_201589.4	MAFA
NM_015117.3	ZC3H3
NM_001166237.1	GSDMD
NM_024736.7	GSDMD
NM_001100878.2	MROH6
NM_001363146.1	NAPRT
NM_001363145.1	NAPRT
NM_001286829.2	NAPRT
NM_145201.6	NAPRT
NM_001317743.3	EEF1D
NM_001289950.3	EEF1D
NM_001130056.4	EEF1D
NM_001195203.3	EEF1D
NM_001960.6	EEF1D
NM_032378.6	EEF1D
NM_001130053.4	EEF1D
NM_001330646.2	EEF1D
NM_001130055.3	EEF1D
NM_001130057.3	EEF1D
NM_032862.5	TIGD5
NM_001329866.3	PYCR3
NM_023078.6	PYCR3
NM_003313.4	TSTA3
NM_001317783.2	TSTA3
NM_001261843.2	ZNF623
NM_001082480.2	ZNF623
NM_014789.3	ZNF623
NM_001288805.2	ZNF707
NM_001288806.2	ZNF707
NM_173831.4	ZNF707
NM_001100598.2	ZNF707
NM_001288807.2	ZNF707
NM_001100599.2	ZNF707
NM_001288809.2	ZNF707
NM_001288808.2	ZNF707
NM_001162914.1	CCDC166
NM_139021.3	MAPK15
NM_198488.5	FAM83H
NM_015356.5	SCRIB
NM_182706.5	SCRIB
NM_001271097.2	PUF60
NM_001271099.2	PUF60
NM_001271096.2	PUF60
NM_001271098.2	PUF60
NM_014281.5	PUF60
NM_078480.3	PUF60
NM_001271100.2	PUF60
NM_001136033.3	PUF60
NM_001362897.2	PUF60
NM_001362895.2	PUF60
NM_001362896.2	PUF60
NM_178564.4	NRBP2
NM_031308.4	EPPK1
NM_000445.5	PLEC
NM_201378.4	PLEC
NM_201379.3	PLEC
NM_201380.4	PLEC
NM_201381.3	PLEC
NM_201382.4	PLEC
NM_201383.3	PLEC
NM_201384.3	PLEC
NM_032789.5	PARP10
NM_032789.5	PARP10
NM_001317895.2	PARP10
NM_001009184.2	GRINA
NM_000837.1	GRINA
NM_198572.3	SPATC1
NM_001134374.2	SPATC1
NM_017570.5	OPLAH
NM_019037.3	EXOSC4
NM_003801.4	GPAA1
NM_001916.5	CYC1
NM_030974.4	SHARPIN
NM_032272.5	MAF1
NM_001316309.2	WDR97
NM_016458.4	HGH1
NM_032450.2	MROH1
NM_001099280.3	MROH1
NM_001099281.3	MROH1
NM_001288814.1	MROH1
NM_015201.5	BOP1
NM_001080514.3	SCX
NM_005526.4	HSF1
NM_012079.6	DGAT1
NM_031309.6	SCRT1
NM_001280561.1	TMEM249
NM_001252404.3	TMEM249
NM_001252402.3	TMEM249
NM_024555.6	FBXL6
NM_012162.4	FBXL6
NM_001253816.1	SLC52A2
NM_001363118.2	SLC52A2
NM_001363121.2	SLC52A2
NM_001363120.2	SLC52A2
NM_024531.5	SLC52A2
NM_001363122.2	SLC52A2
NM_001253815.2	SLC52A2
NM_174922.5	ADCK5
NM_013291.3	CPSF1
NM_130849.4	SLC39A4
NM_017767.3	SLC39A4
NM_001280557.2	SLC39A4
NM_183057.2	VPS28
NM_016208.4	VPS28
NM_013432.5	TONSL
NM_001330618.1	CYHR1
NM_138496.1	CYHR1
NM_001129888.2	CYHR1
NM_032687.4	CYHR1
NM_145754.5	KIFC2
NM_001369769.2	KIFC2
NM_003923.3	FOXH1
NM_032902.7	PPP1R16A
NM_001329442.2	PPP1R16A
NM_001329443.2	PPP1R16A
NM_001329444.2	PPP1R16A
NM_001329445.2	PPP1R16A
NM_005309.3	GPT
NM_138431.3	MFSD3
NM_004260.3	RECQL4
NM_001272036.2	LRRC14
NM_014665.4	LRRC14
NM_001024678.4	LRRC24
NM_001001795.2	C8orf82
NM_001308208.2	ARHGAP39
NM_001308207.1	ARHGAP39
NM_025251.2	ARHGAP39
NM_138367.2	ZNF251
NM_001286770.1	ZNF34
NM_030580.4	ZNF34
NM_001286769.1	ZNF34
NM_000973.5	RPL8
NM_001317771.2	RPL8
NM_033301.3	RPL8
NM_001317782.2	RPL8
NM_213605.2	ZNF517
NM_001317936.1	ZNF517
NM_001282797.1	ZNF7
NM_001330623.1	ZNF7
NM_001282796.2	ZNF7
NM_001349809.2	ZNF7
NM_001349806.2	ZNF7
NM_001349808.2	ZNF7
NM_001282795.2	ZNF7
NM_003416.4	ZNF7
NM_001349807.2	ZNF7
NM_001349805.2	ZNF7
NM_001287237.1	COMMD5
NM_001081003.3	COMMD5
NM_001081004.3	COMMD5
NM_014066.4	COMMD5
NM_001363105.2	ZNF250
NM_001363100.2	ZNF250
NM_001363099.2	ZNF250
NM_001363106.2	ZNF250
NM_001109689.4	ZNF250
NM_001363104.2	ZNF250
NM_021061.5	ZNF250
NM_001363102.2	ZNF250
NM_001363107.2	ZNF250
NM_001363101.2	ZNF250
NM_001363098.2	ZNF250
NM_001363103.2	ZNF250
NM_006958.3	ZNF16
NM_001029976.3	ZNF16
NM_023080.3	C8orf33
NM_182905.5	WASHC1
NM_207305.4	FOXD4
NM_001145356.1	CBWD1
NM_018491.3	CBWD1
NM_001145355.1	CBWD1
NM_203447.3	DOCK8
NM_001190458.2	DOCK8
NM_001193536.1	DOCK8
NM_001256876.2	KANK1
NM_001354334.1	KANK1
NM_001256877.2	KANK1
